Unnamed: 0_x,name,latitude,longitude,free_bikes,rental_name,rental_address,Unnamed: 0_y,poi_name,poi_lat,poi_lon,Name,Rating_yelp,Location,Rating_foursquare
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,152.0,Nova Mar Bella Beach (Platja de la Nova Mar Bella),41.401874,2.215097,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,153.0,El Tío Che,41.400145,2.202868,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,154.0,Balius Bar,41.402179,2.201564,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,155.0,Dino's Ice Cream,41.40091,2.201478,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,156.0,Melocomo,41.401822,2.201082,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,157.0,Cruixent BCN,41.401818,2.200703,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,158.0,Parc Diagonal Mar (Parc de Diagonal Mar),41.40742,2.214777,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,159.0,La Cervecita Nuestra de Cada Día,41.400385,2.201558,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,160.0,Mar Bella Beach (Platja de la Mar Bella),41.400382,2.212108,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,161.0,Mystery Escape,41.40703,2.202822,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,162.0,Chocolat-Box,41.401421,2.201029,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,163.0,Mammamia,41.402671,2.200081,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,164.0,Parc del Poblenou,41.397117,2.207435,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,165.0,Vrutal,41.398424,2.205084,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,166.0,Skatepark Marbella,41.397796,2.210643,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,167.0,Santagloria,41.400424,2.201804,,,,
